"""Contagiados"""
1,1
2,38.2646048109966
3,67.0673749140894
4,88.6917866908798
5,104.558651741667
6,114.641773884478
7,121.611584498809
8,124.522264093968
9,124.32410710715
10,124.51788989345
11,121.978847930142
12,117.264941514253
13,113.74333551793
14,106.175196608023
15,101.225781823804
16,100.541056968673
17,95.7865991402506
18,89.5711641716878
19,93.0485017862482
20,102.483026550135
21,100.353695179975
22,86.540152967742
23,82.4957203642176
24,82.9748747528985
25,88.591269411567
26,93.6410057031413
27,100.163203875836
28,117.245912284057
29,117.662940424949
30,119.528868377079
31,128.454370461291
32,122.34930673711
33,119.865951413342
34,125.072360941449
35,177.307898853633
36,183.520700201615
37,206.317453677738
38,221.961205487888
39,197.600327051995
40,177.340993389402
41,170.048177859075
42,163.061606954872
43,157.331147860484
44,169.154500119203
45,174.505875793659
46,176.976282118945
47,180.658808575179
48,181.200642526888
49,186.283548105236
50,190.71299836097
51,218.651445780206
52,233.297452151802
53,240.292529110589
54,241.617326612221
55,272.252934328944
56,277.923533470609
57,289.842149286372
58,344.398638903068
59,342.219023370015
60,371.38304078953
61,370.153197242851
62,441.695023815794
63,438.126632270683
64,466.295362028392
65,511.351161881278
66,515.771998201418
67,545.212767215551
68,565.266584527921
69,604.870022780897
70,637.897081101689
71,669.408783463834
72,678.477683671123
73,710.074005604148
74,716.163998672096
75,738.338226194526
76,737.798738110718
77,760.067362320011
78,753.607457648
79,781.041412255713
80,857.368660486797
81,912.003405588974
82,915.070289676564
83,962.984291022874
84,1020.0331441877
85,1102.98740605143
86,1185.98074177849
87,1305.22849747894
88,1317.08175160259
89,1314.78664667264
90,1359.48357301801
91,1434.85557136071
92,1551.15356325631
93,1593.22767044555
94,1598.03300324372
95,1557.05311179368
96,1577.50371585033
97,1564.44503054258
98,1603.83427435071
99,1618.98481283744
100,1654.87634468344
101,1736.91780423363
102,1872.97140949228
103,1973.52103810254
104,2000.53002624525
105,2073.9571120046
106,2367.09026726431
107,2593.8237632221
108,2629.80410563382
109,2799.2159807701
110,2831.47539504564
111,2819.52899661481
112,3055.18149488171
113,3241.98985669343
114,3475.7419005723
115,3738.17621189731
116,3742.0815358378
117,3754.51055132258
118,3650.13883065545
119,3849.48333924169
120,4001.87600831911
121,3969.53964476518
122,4039.8622458317
123,4056.33729880803
124,3941.2013106923
125,4063.23834449168
126,4148.77527292863
127,4480.48160640847
128,5088.54471203288
129,5120.97140132002
130,5245.51003732584
131,5065.05934394142
132,5290.03023470296
133,5399.80464815058
134,6096.57448864676
135,6893.37353635372
136,7491.24525796077
137,7553.61549049312
138,7615.81588504997
139,7714.6554728855
140,7858.04278645712
141,8085.79091280872
142,8093.18731399322
143,8098.564015123
144,8290.00807274712
145,8428.47504818855
146,9010.05328602299
147,9145.30600982401
148,9530.03651981715
149,9741.31113578272
150,10167.2267311447
151,10694.8998343379
152,10851.9127143946
153,10284.7783636576
154,10561.3040084603
155,11065.4117175637
156,10933.709121137
157,10839.3167931749
158,10946.3763137974
159,10921.2194150218
160,11479.0455175677
161,11784.9146173631
162,11863.0628421883
163,11917.8051135647
164,12008.815450565
165,12086.8903815403
166,11406.8873836547
167,11711.7689260559
168,12102.8700648799
169,12101.0730427676
170,11397.3964009537
171,11333.8508075864
172,10629.8668868201
173,10564.2011042198
174,10487.0737467963
175,10353.4428018502
176,10161.1601250622
177,9722.19591858805
178,9543.08649168975
179,9093.68546173678
180,8535.9663271133
181,8431.70783125933
182,8439.82253102334
183,8234.98434252871
184,8127.06254273195
185,8027.56816074119
186,7882.96396423051
187,7165.64752881813
188,7069.95069172902
189,6933.65978443457
190,6938.21631075607
191,6874.33099900389
192,6713.6580322832
193,6694.47762810418
194,6299.02526770284
195,6216.31884522253
196,6400.95790685028
197,6529.54042600167
198,6423.9315967171
199,6651.41939933485
200,6584.17155532711
201,6240.6731534413
202,6332.6828814689
203,6340.51108777673
204,6316.3290884274
205,6509.47945201857
206,6735.01128727584
207,6780.81913686865
208,6408.50533998949
209,6236.99381959878
210,6046.9007339399
211,5891.0260438973
212,5879.06774129524
213,5970.0798471626
214,6120.45374388748
215,6301.5661691216
216,6583.96200049366
217,6882.17120890088
218,7279.05491627049
219,7539.13946123621
220,7831.79926899826
221,8105.91153866128
222,8157.19448446439
223,7581.79484970531
224,7298.52553877527
225,7214.03634014153
226,7480.70319300394
